standard, 1 ,1000000 ,0.000001
standard, 1 ,1000000 ,0.000000
standard, 1 ,1000000 ,0.000001
standard, 1 ,1000000 ,0.000000
standard, 1 ,1000000 ,0.000000
standard, 1 ,1000000 ,0.000000
standard, 1 ,1000000 ,0.000000
standard, 1 ,1000000 ,0.000000
standard, 1 ,1000000 ,0.000000
standard, 1 ,1000000 ,0.000001
critical, 1 ,1000000 ,0.159357
critical, 1 ,1000000 ,0.135504
critical, 1 ,1000000 ,0.155876
critical, 1 ,1000000 ,0.102494
critical, 1 ,1000000 ,0.084279
critical, 1 ,1000000 ,0.117584
critical, 1 ,1000000 ,0.111548
critical, 1 ,1000000 ,0.112741
critical, 1 ,1000000 ,0.087811
critical, 1 ,1000000 ,0.115361
atomic, 1 ,1000000 ,0.092522
atomic, 1 ,1000000 ,0.110784
atomic, 1 ,1000000 ,0.111595
atomic, 1 ,1000000 ,0.106439
atomic, 1 ,1000000 ,0.106863
atomic, 1 ,1000000 ,0.111070
atomic, 1 ,1000000 ,0.106844
atomic, 1 ,1000000 ,0.106878
atomic, 1 ,1000000 ,0.106560
atomic, 1 ,1000000 ,0.107384
reduce, 1 ,1000000 ,0.000502
reduce, 1 ,1000000 ,0.000161
reduce, 1 ,1000000 ,0.000161
reduce, 1 ,1000000 ,0.000161
reduce, 1 ,1000000 ,0.000161
reduce, 1 ,1000000 ,0.000161
reduce, 1 ,1000000 ,0.000160
reduce, 1 ,1000000 ,0.000166
reduce, 1 ,1000000 ,0.000161
reduce, 1 ,1000000 ,0.000161
array, 1 ,1000000 ,0.023172
array, 1 ,1000000 ,0.005926
array, 1 ,1000000 ,0.001204
array, 1 ,1000000 ,0.001583
array, 1 ,1000000 ,0.002798
array, 1 ,1000000 ,0.001321
array, 1 ,1000000 ,0.004435
array, 1 ,1000000 ,0.001206
array, 1 ,1000000 ,0.001210
array, 1 ,1000000 ,0.001204
standard, 2 ,1000000 ,0.000001
standard, 2 ,1000000 ,0.000000
standard, 2 ,1000000 ,0.000000
standard, 2 ,1000000 ,0.000000
standard, 2 ,1000000 ,0.000000
standard, 2 ,1000000 ,0.000000
standard, 2 ,1000000 ,0.000000
standard, 2 ,1000000 ,0.000000
standard, 2 ,1000000 ,0.000000
standard, 2 ,1000000 ,0.000000
critical, 2 ,1000000 ,0.136534
critical, 2 ,1000000 ,0.125482
critical, 2 ,1000000 ,0.126664
critical, 2 ,1000000 ,0.124611
critical, 2 ,1000000 ,0.124098
critical, 2 ,1000000 ,0.123668
critical, 2 ,1000000 ,0.125261
critical, 2 ,1000000 ,0.125003
critical, 2 ,1000000 ,0.125296
critical, 2 ,1000000 ,0.125177
atomic, 2 ,1000000 ,0.106290
atomic, 2 ,1000000 ,0.103926
atomic, 2 ,1000000 ,0.095489
atomic, 2 ,1000000 ,0.096636
atomic, 2 ,1000000 ,0.096739
atomic, 2 ,1000000 ,0.096347
