cuda, 0 ,10000000 ,0.622352
cuda, 0 ,10000000 ,0.382875
cuda, 0 ,10000000 ,0.350731
cuda, 0 ,10000000 ,0.349927
cuda, 0 ,10000000 ,0.352618
cuda, 0 ,10000000 ,0.352379
cuda, 0 ,10000000 ,0.349900
cuda, 0 ,10000000 ,0.350679
cuda, 0 ,10000000 ,0.349785
cuda, 0 ,10000000 ,0.350757
cuda, 0 ,10000000 ,0.133029
cuda, 0 ,10000000 ,0.000011
cuda, 0 ,10000000 ,0.000007
cuda, 0 ,10000000 ,0.000005
cuda, 0 ,10000000 ,0.000006
cuda, 0 ,10000000 ,0.000005
cuda, 0 ,10000000 ,0.002737
cuda, 0 ,10000000 ,0.000008
cuda, 0 ,10000000 ,0.000006
cuda, 0 ,10000000 ,0.000007
cuda, 0 ,10000000 ,0.094619
cuda, 0 ,10000000 ,0.090532
cuda, 0 ,10000000 ,0.158748
cuda, 0 ,10000000 ,0.153015
cuda, 0 ,10000000 ,0.148150
cuda, 0 ,10000000 ,0.147949
cuda, 0 ,10000000 ,0.096894
cuda, 0 ,10000000 ,0.094068
cuda, 0 ,10000000 ,0.144659
cuda, 0 ,10000000 ,0.079420
cuda, 0 ,10000000 ,0.085258
cuda, 0 ,10000000 ,0.171922
cuda, 0 ,10000000 ,0.137382
cuda, 0 ,10000000 ,0.125568
cuda, 0 ,10000000 ,0.123195
cuda, 0 ,10000000 ,0.144791
cuda, 0 ,10000000 ,0.102074
cuda, 0 ,10000000 ,0.124792
cuda, 0 ,10000000 ,0.159743
cuda, 0 ,10000000 ,0.096715
cuda, 0 ,10000000 ,0.117340
cuda, 0 ,10000000 ,0.074086
cuda, 0 ,10000000 ,0.077640
cuda, 0 ,10000000 ,0.306588
cuda, 0 ,10000000 ,0.143780
cuda, 0 ,10000000 ,0.151508
cuda, 0 ,10000000 ,0.183457
cuda, 0 ,10000000 ,0.199993
cuda, 0 ,10000000 ,0.307204
, 0 ,10000000 ,0.253016
, 0 ,10000000 ,0.000037
, 0 ,10000000 ,0.000070
, 0 ,10000000 ,0.000065
, 0 ,10000000 ,0.000046
, 0 ,10000000 ,0.000010
, 0 ,10000000 ,0.000010
, 0 ,10000000 ,0.000008
, 0 ,10000000 ,0.000007
, 0 ,10000000 ,0.000008
, 0 ,10000000 ,0.000008
, 0 ,10000000 ,0.000008
, 0 ,10000000 ,0.000008
, 0 ,10000000 ,0.000007
, 0 ,10000000 ,0.000063
, 0 ,10000000 ,0.000012
, 0 ,10000000 ,0.000010
, 0 ,10000000 ,0.000009
, 0 ,10000000 ,0.000005
, 0 ,10000000 ,0.000008
, 0 ,10000000 ,0.000008
, 0 ,10000000 ,0.000012
, 0 ,10000000 ,0.000008
, 0 ,10000000 ,0.000008
atomic, 0 ,10000000 ,0.329196
atomic, 0 ,10000000 ,0.125219
atomic, 0 ,10000000 ,0.114839
atomic, 0 ,10000000 ,0.107596
atomic, 0 ,10000000 ,0.103060
atomic, 0 ,10000000 ,0.095049
atomic, 0 ,10000000 ,0.094892
atomic, 0 ,10000000 ,0.094974
atomic, 0 ,10000000 ,0.094973
atomic, 0 ,10000000 ,0.095769
atomic, 0 ,10000000 ,0.162353
atomic, 0 ,10000000 ,0.236285
atomic, 0 ,10000000 ,0.142661
atomic, 0 ,10000000 ,0.131896
atomic, 0 ,10000000 ,0.123432
atomic, 0 ,10000000 ,0.113279
